;"Activity type","Duration","From","To","Comment"
"Work Lumed","01:23","2019-09-03 11:58","2019-09-03 13:21",
"Work Orphic","00:18","2019-09-03 11:39","2019-09-03 11:58",
"Transport","00:47","2019-09-03 10:52","2019-09-03 11:39",
"Food","00:16","2019-09-03 10:35","2019-09-03 10:52",
"Productivity ","00:08","2019-09-03 10:27","2019-09-03 10:35",
"Transport","00:31","2019-09-03 09:55","2019-09-03 10:27",
"Class","01:11","2019-09-03 08:44","2019-09-03 09:55",
"Non-class learning/prod","00:48","2019-09-03 07:55","2019-09-03 08:44",
"Transport","00:15","2019-09-03 07:40","2019-09-03 07:55",
"Transport","00:42","2019-09-03 06:58","2019-09-03 07:40",
"Routine","00:22","2019-09-03 06:36","2019-09-03 06:58",
"Sleep","07:13","2019-09-02 23:22","2019-09-03 06:36",
"Study","00:00","2019-09-02 23:22","2019-09-02 23:22",
"Conscious entertainment ","01:00","2019-09-02 22:21","2019-09-02 23:22",
"Routine","00:18","2019-09-02 22:03","2019-09-02 22:21",
"Social / family","00:20","2019-09-02 21:43","2019-09-02 22:03",
"Transport","00:13","2019-09-02 21:30","2019-09-02 21:43",
"Social / family","00:34","2019-09-02 20:55","2019-09-02 21:30",
"Productivity ","00:31","2019-09-02 20:24","2019-09-02 20:55",
"Transport","00:34","2019-09-02 19:49","2019-09-02 20:24",
"Social / family","02:21","2019-09-02 17:27","2019-09-02 19:49",
"Transport","00:13","2019-09-02 17:13","2019-09-02 17:27",
"Productivity ","00:17","2019-09-02 16:56","2019-09-02 17:13",
"Work Orphic","00:58","2019-09-02 15:58","2019-09-02 16:56",
"Social / family","00:27","2019-09-02 15:20","2019-09-02 15:47",
"Non-class learning/prod","02:43","2019-09-02 12:37","2019-09-02 15:20",
"Food","00:25","2019-09-02 12:12","2019-09-02 12:37",
"Routine","00:42","2019-09-02 11:29","2019-09-02 12:12",
"Sleep","10:11","2019-09-02 00:58","2019-09-02 11:10",""
"Conscious entertainment ","02:03","2019-09-01 22:54","2019-09-02 00:58",
"Routine","00:32","2019-09-01 22:21","2019-09-01 22:54",
"Work Orphic","00:40","2019-09-01 21:41","2019-09-01 22:21",
"Social / family","00:22","2019-09-01 21:18","2019-09-01 21:41",
"Food","00:26","2019-09-01 20:52","2019-09-01 21:18",
"Social / family","01:13","2019-09-01 19:38","2019-09-01 20:52",
"Work Orphic","03:43","2019-09-01 15:54","2019-09-01 19:38",
"Food","00:20","2019-09-01 15:16","2019-09-01 15:36",
"Routine","00:40","2019-09-01 14:35","2019-09-01 15:16",
"Social / family","03:38","2019-09-01 10:57","2019-09-01 14:35",
"Sleep","10:19","2019-09-01 00:37","2019-09-01 10:57",
"Transport","00:42","2019-08-31 23:55","2019-09-01 00:37",
"Productivity ","00:19","2019-08-31 23:35","2019-08-31 23:54",
"Conscious entertainment ","01:50","2019-08-31 21:45","2019-08-31 23:35",
"Food","00:57","2019-08-31 20:48","2019-08-31 21:45",
"Social / family","02:02","2019-08-31 18:46","2019-08-31 20:48",
"Conscious entertainment ","01:58","2019-08-31 16:47","2019-08-31 18:46",
"Work Orphic","03:12","2019-08-31 13:34","2019-08-31 16:47",
"Productivity ","02:21","2019-08-31 11:13","2019-08-31 13:34",
"Food","00:15","2019-08-31 10:25","2019-08-31 10:41",
"Sleep","09:45","2019-08-31 00:40","2019-08-31 10:25",""
"Conscious entertainment ","01:05","2019-08-30 23:34","2019-08-31 00:40",""
"Routine","00:50","2019-08-30 22:43","2019-08-30 23:34",
"Transport","00:27","2019-08-30 21:35","2019-08-30 22:03",
"Productivity ","00:11","2019-08-30 21:24","2019-08-30 21:35",
"Social / family","02:55","2019-08-30 18:29","2019-08-30 21:24",
"Me time","00:26","2019-08-30 18:03","2019-08-30 18:29",
"Transport","00:18","2019-08-30 17:45","2019-08-30 18:03",
"Productivity ","02:24","2019-08-30 15:20","2019-08-30 17:45",
"Food","00:46","2019-08-30 14:34","2019-08-30 15:20",
"Productivity ","00:32","2019-08-30 14:01","2019-08-30 14:34",""
"Sport","00:53","2019-08-30 13:08","2019-08-30 14:01",
"Food","00:24","2019-08-30 12:29","2019-08-30 12:53",
"Routine","00:14","2019-08-30 12:14","2019-08-30 12:29",
"Default actions","00:00","2019-08-30 01:57","2019-08-30 01:57",
"Work Parox","00:24","2019-08-28 10:55","2019-08-28 11:20",
"Work Parox","00:19","2019-08-26 09:01","2019-08-26 09:21",
"Sleep","10:17","2019-08-23 23:36","2019-08-24 09:54",
"Sleep","10:52","2019-08-22 22:56","2019-08-23 09:49",
"Work FBA","01:33","2019-08-22 18:27","2019-08-22 20:00",
"Work FBA","00:14","2019-08-22 14:14","2019-08-22 14:29",
"Sleep","08:35","2019-08-21 00:22","2019-08-21 08:58",
"Sleep","11:22","2019-08-20 00:12","2019-08-20 11:35",
"Sleep","11:22","2019-08-18 22:18","2019-08-19 09:41",
"Transport","25:57","2019-08-17 13:27","2019-08-18 15:25",
"Productivity ","00:43","2019-08-17 12:43","2019-08-17 13:27",
"Transport","01:02","2019-08-17 11:40","2019-08-17 12:43",
"Class","02:42","2019-08-17 08:58","2019-08-17 11:40",
"Study","01:56","2019-08-17 07:01","2019-08-17 08:58",
"Routine","00:45","2019-08-17 06:16","2019-08-17 07:01",
"Sleep","07:24","2019-08-16 22:47","2019-08-17 06:12",
"Routine","00:39","2019-08-16 22:08","2019-08-16 22:47",
"Food","01:32","2019-08-16 20:35","2019-08-16 22:07",
"Study","02:02","2019-08-16 18:33","2019-08-16 20:35",
"Productivity ","00:52","2019-08-16 17:40","2019-08-16 18:33",
"Default actions","02:21","2019-08-16 15:19","2019-08-16 17:40",
"Study","00:23","2019-08-16 14:55","2019-08-16 15:18",
"Default actions","00:42","2019-08-16 14:13","2019-08-16 14:55",
"Food","00:14","2019-08-16 13:57","2019-08-16 14:12",
"Me time","01:28","2019-08-16 12:29","2019-08-16 13:57",
"Study","00:17","2019-08-16 12:11","2019-08-16 12:29",
"Routine","00:30","2019-08-16 11:41","2019-08-16 12:11",
"Sleep","11:48","2019-08-15 23:16","2019-08-16 11:04",
"Social / family","01:22","2019-08-15 21:53","2019-08-15 23:16",
"Food","00:17","2019-08-15 21:31","2019-08-15 21:48",
"Social / family","00:20","2019-08-15 21:10","2019-08-15 21:31",
"Food","01:24","2019-08-15 19:46","2019-08-15 21:10",
"Social / family","01:00","2019-08-15 18:45","2019-08-15 19:46",
"Study","01:50","2019-08-15 16:54","2019-08-15 18:45",
"Work FBA","00:21","2019-08-15 16:19","2019-08-15 16:40",
"Social / family","00:41","2019-08-15 15:37","2019-08-15 16:19",
"Productivity ","01:12","2019-08-15 14:24","2019-08-15 15:37",
"Transport","00:51","2019-08-15 13:33","2019-08-15 14:24",
"Work FBA","00:22","2019-08-15 13:11","2019-08-15 13:33",
"Social / family","02:21","2019-08-15 10:49","2019-08-15 13:11",
"Work CAIJ corpo","00:59","2019-08-15 09:43","2019-08-15 10:43",
"Work FBA","00:13","2019-08-15 09:16","2019-08-15 09:30",
"Transport","00:20","2019-08-15 08:55","2019-08-15 09:16",
"Productivity ","00:59","2019-08-15 07:56","2019-08-15 08:55",
"Transport","00:11","2019-08-15 07:45","2019-08-15 07:56",
"Routine","00:05","2019-08-15 07:40","2019-08-15 07:45",
"Study","00:00","2019-08-15 07:40","2019-08-15 07:40",
"Sleep","06:51","2019-08-15 00:49","2019-08-15 07:40",
"Routine","00:03","2019-08-15 00:45","2019-08-15 00:49",
"Transport","00:19","2019-08-15 00:25","2019-08-15 00:45",
"Work FBA","01:48","2019-08-14 22:36","2019-08-15 00:25",
"Me time","00:16","2019-08-14 22:20","2019-08-14 22:36",
"Transport","00:25","2019-08-14 21:55","2019-08-14 22:20",
"Class","03:03","2019-08-14 18:51","2019-08-14 21:55",
"Me time","00:28","2019-08-14 18:23","2019-08-14 18:51",
"Study","02:20","2019-08-14 16:03","2019-08-14 18:23",
"Transport","00:39","2019-08-14 15:23","2019-08-14 16:03",
"Productivity ","01:40","2019-08-14 13:42","2019-08-14 15:23",
"Social / family","02:09","2019-08-14 11:32","2019-08-14 13:42",
"Productivity ","00:56","2019-08-14 10:36","2019-08-14 11:32",
"Transport","00:24","2019-08-14 10:11","2019-08-14 10:36",
"Productivity ","00:14","2019-08-14 09:56","2019-08-14 10:11",
"Food","00:16","2019-08-14 09:40","2019-08-14 09:56",
"Routine","00:15","2019-08-14 09:25","2019-08-14 09:40",
"Sleep","09:34","2019-08-13 23:50","2019-08-14 09:25",
"Routine","00:05","2019-08-13 23:45","2019-08-13 23:50",
"Food","00:33","2019-08-13 23:02","2019-08-13 23:35",
"Transport","00:20","2019-08-13 22:42","2019-08-13 23:02",
"Sport","01:20","2019-08-13 21:22","2019-08-13 22:42",
"Transport","00:25","2019-08-13 20:56","2019-08-13 21:22",
"Productivity ","00:08","2019-08-13 20:48","2019-08-13 20:56",
"Work FBA","00:40","2019-08-13 20:00","2019-08-13 20:41",
"Study","01:00","2019-08-13 18:59","2019-08-13 20:00",
"Default actions","01:46","2019-08-13 17:13","2019-08-13 18:59",
"Non-class learning/prod","01:30","2019-08-13 15:42","2019-08-13 17:12",
"Study","00:23","2019-08-13 15:18","2019-08-13 15:42",
"Conscious entertainment ","01:37","2019-08-13 13:34","2019-08-13 15:12",
"Work Orphic","00:30","2019-08-13 13:03","2019-08-13 13:34",
"Study","00:20","2019-08-13 12:42","2019-08-13 13:03",
"Food","00:23","2019-08-13 12:19","2019-08-13 12:42",
"Routine","00:09","2019-08-13 12:09","2019-08-13 12:19",
"Sleep","11:36","2019-08-13 00:01","2019-08-13 11:37",
"Transport","00:30","2019-08-12 21:35","2019-08-12 22:05",
"Social / family","01:39","2019-08-12 19:56","2019-08-12 21:35",
"Transport","00:19","2019-08-12 19:36","2019-08-12 19:56",
"Productivity ","00:24","2019-08-12 19:12","2019-08-12 19:36",
"Food","00:53","2019-08-12 18:19","2019-08-12 19:12",
"Transport","00:22","2019-08-12 17:57","2019-08-12 18:19",
"Sport","01:28","2019-08-12 16:28","2019-08-12 17:57",
"Productivity ","00:33","2019-08-12 15:54","2019-08-12 16:28",
"Transport","00:43","2019-08-12 15:11","2019-08-12 15:54",
"Productivity ","00:33","2019-08-12 13:04","2019-08-12 13:38",
"Food","00:18","2019-08-12 12:45","2019-08-12 13:03",
"Work FBA","00:23","2019-08-12 12:21","2019-08-12 12:45",
"Routine","00:03","2019-08-12 12:17","2019-08-12 12:21",
"Sleep","12:07","2019-08-11 23:21","2019-08-12 11:29",
"Routine","00:36","2019-08-11 22:32","2019-08-11 23:09",
"Transport","00:50","2019-08-11 21:37","2019-08-11 22:28",
"Food","00:54","2019-08-11 20:43","2019-08-11 21:37",
"Social / family","03:16","2019-08-11 17:26","2019-08-11 20:43",
"Transport","00:55","2019-08-11 16:31","2019-08-11 17:26",
"Me time","00:34","2019-08-11 15:56","2019-08-11 16:31",
"Food","00:15","2019-08-11 15:40","2019-08-11 15:55",
"Routine","00:42","2019-08-11 14:56","2019-08-11 15:39",
"Sleep","01:26","2019-08-11 13:30","2019-08-11 14:56",
"Transport","00:39","2019-08-11 12:50","2019-08-11 13:29",
"Social / family","00:41","2019-08-11 12:09","2019-08-11 12:50",
"Sport","05:05","2019-08-11 07:03","2019-08-11 12:09",
"Routine","00:51","2019-08-11 06:12","2019-08-11 07:03",
"Sleep","07:00","2019-08-10 23:12","2019-08-11 06:12",
"Routine","00:17","2019-08-10 22:55","2019-08-10 23:12",
"Transport","00:40","2019-08-10 22:14","2019-08-10 22:54",
"Social / family","03:23","2019-08-10 18:50","2019-08-10 22:14",
"Productivity ","01:39","2019-08-10 17:11","2019-08-10 18:50",
"Transport","00:21","2019-08-10 16:49","2019-08-10 17:10",
"Transport","00:13","2019-08-10 16:35","2019-08-10 16:49",
"Productivity ","00:18","2019-08-10 16:17","2019-08-10 16:35",
"Sleep","00:00","2019-08-10 15:00","2019-08-10 15:00",
"Study","00:27","2019-08-10 14:45","2019-08-10 15:13",
"Work Orphic","00:13","2019-08-10 14:31","2019-08-10 14:45",
"Food","00:21","2019-08-10 14:09","2019-08-10 14:31",
"Transport","00:30","2019-08-10 13:38","2019-08-10 14:09",
"Sport","01:35","2019-08-10 12:02","2019-08-10 13:38",
"Transport","00:20","2019-08-10 11:42","2019-08-10 12:02",
"Food","00:13","2019-08-10 11:28","2019-08-10 11:42",
"Routine","00:23","2019-08-10 11:04","2019-08-10 11:27",
"Sleep","08:30","2019-08-10 02:25","2019-08-10 10:55",
"Routine","00:14","2019-08-10 02:11","2019-08-10 02:25",
"Non-class learning/prod","03:31","2019-08-09 22:15","2019-08-10 01:46",
"Food","00:33","2019-08-09 21:41","2019-08-09 22:15",
"Transport","00:12","2019-08-09 21:29","2019-08-09 21:41",
"Social / family","00:17","2019-08-09 21:11","2019-08-09 21:29",
"Productivity ","01:38","2019-08-09 19:33","2019-08-09 21:11",
"Transport","00:20","2019-08-09 19:12","2019-08-09 19:33",
"Non-class learning/prod","02:47","2019-08-09 16:19","2019-08-09 19:06",
"Food","00:21","2019-08-09 15:58","2019-08-09 16:19",
"Conscious entertainment ","04:00","2019-08-09 11:57","2019-08-09 15:58",
"Non-class learning/prod","02:23","2019-08-09 09:34","2019-08-09 11:57",
"Food","00:02","2019-08-09 09:31","2019-08-09 09:34",
"Routine","00:29","2019-08-09 09:01","2019-08-09 09:31",
"Sleep","10:01","2019-08-08 22:29","2019-08-09 08:31",
"Routine","00:13","2019-08-08 22:16","2019-08-08 22:29",
"Social / family","00:54","2019-08-08 21:21","2019-08-08 22:16",
"Transport","00:16","2019-08-08 21:04","2019-08-08 21:21",
"Social / family","02:09","2019-08-08 18:55","2019-08-08 21:04",
"Transport","00:18","2019-08-08 18:36","2019-08-08 18:55",
"Productivity ","00:00","2019-08-08 18:00","2019-08-08 18:00",
"Social / family","00:40","2019-08-08 17:55","2019-08-08 18:36",
"Transport","00:45","2019-08-08 17:09","2019-08-08 17:55",
"Productivity ","00:07","2019-08-08 17:02","2019-08-08 17:09",
"Non-class learning/prod","02:19","2019-08-08 14:42","2019-08-08 17:02",
"Productivity ","00:35","2019-08-08 14:06","2019-08-08 14:42",
"Work Orphic","00:27","2019-08-08 13:39","2019-08-08 14:06",
"Work FBA","00:27","2019-08-08 13:12","2019-08-08 13:39",
"Work Orphic","00:56","2019-08-08 12:15","2019-08-08 13:12",
"Work FBA","00:15","2019-08-08 11:59","2019-08-08 12:15",
"Productivity ","00:47","2019-08-08 11:11","2019-08-08 11:59",
"Routine","00:17","2019-08-08 10:50","2019-08-08 11:08",
"Sport","00:48","2019-08-08 10:02","2019-08-08 10:50",
"Transport","00:35","2019-08-08 09:26","2019-08-08 10:02",
"Sleep","06:56","2019-08-08 02:30","2019-08-08 09:26",
"Conscious entertainment ","04:31","2019-08-07 21:58","2019-08-08 02:30",
"Food","01:30","2019-08-07 20:27","2019-08-07 21:58",
"Transport","00:12","2019-08-07 20:13","2019-08-07 20:25",
"Sport","01:02","2019-08-07 19:10","2019-08-07 20:13",
"Social / family","00:14","2019-08-07 18:56","2019-08-07 19:10",
"Non-class learning/prod","02:00","2019-08-07 16:55","2019-08-07 18:56",
"Food","00:51","2019-08-07 16:02","2019-08-07 16:53",
"Non-class learning/prod","00:33","2019-08-07 15:28","2019-08-07 16:01",
"Work Orphic","00:06","2019-08-07 15:21","2019-08-07 15:28",
"Me time","00:29","2019-08-07 14:52","2019-08-07 15:21",
"Work Orphic","02:42","2019-08-07 12:10","2019-08-07 14:52",
"Food","00:10","2019-08-07 11:59","2019-08-07 12:10",
"Productivity ","00:23","2019-08-07 11:35","2019-08-07 11:59",
"Social / family","00:54","2019-08-07 10:41","2019-08-07 11:35",
"Sleep","10:16","2019-08-07 00:21","2019-08-07 10:38",
"Non-class learning/prod","02:14","2019-08-06 21:36","2019-08-06 23:51",
"Conscious entertainment ","01:49","2019-08-06 18:41","2019-08-06 20:31",
"Non-class learning/prod","01:19","2019-08-06 17:21","2019-08-06 18:41",
"Transport","00:36","2019-08-06 16:44","2019-08-06 17:21",
"Productivity ","00:49","2019-08-06 15:55","2019-08-06 16:44",
"Transport","00:08","2019-08-06 15:47","2019-08-06 15:55",
"Non-class learning/prod","01:12","2019-08-06 14:34","2019-08-06 15:47",
"Work FBA","00:37","2019-08-06 13:57","2019-08-06 14:34",
"Non-class learning/prod","01:20","2019-08-06 12:36","2019-08-06 13:57",
"Non-class learning/prod","00:35","2019-08-06 12:00","2019-08-06 12:35",""
"Food","00:25","2019-08-06 11:34","2019-08-06 12:00",""
"Routine","00:19","2019-08-06 11:15","2019-08-06 11:34",
"Transport","00:24","2019-08-06 10:51","2019-08-06 11:15",
"Class","02:02","2019-08-06 08:49","2019-08-06 10:51",
"Transport","00:25","2019-08-06 08:24","2019-08-06 08:49",
"Conscious entertainment ","00:00","2019-08-06 08:13","2019-08-06 08:13",
"Class","00:00","2019-08-06 08:13","2019-08-06 08:13",
"Routine","00:22","2019-08-06 08:02","2019-08-06 08:24",
"Sleep","06:46","2019-08-06 01:15","2019-08-06 08:02",
"Routine","00:14","2019-08-06 01:00","2019-08-06 01:15",
"Social / family","05:50","2019-08-05 19:10","2019-08-06 01:00",
"Transport","00:27","2019-08-05 18:43","2019-08-05 19:10",
"Routine","00:30","2019-08-05 18:12","2019-08-05 18:43",
"Sport","00:18","2019-08-05 17:39","2019-08-05 17:57",
"Food","00:15","2019-08-05 17:23","2019-08-05 17:39",
"Productivity ","00:47","2019-08-05 16:35","2019-08-05 17:23",
"Social / family","00:00","2019-08-05 16:35","2019-08-05 16:35",
"Transport","00:45","2019-08-05 15:49","2019-08-05 16:35",
"Non-class learning/prod","04:16","2019-08-05 11:32","2019-08-05 15:49",
"Conscious entertainment ","01:12","2019-08-05 10:20","2019-08-05 11:32",
"Food","00:36","2019-08-05 09:44","2019-08-05 10:20",
"Non-class learning/prod","01:09","2019-08-05 08:34","2019-08-05 09:44",
"Routine","00:14","2019-08-05 08:20","2019-08-05 08:34",
"Sleep","05:32","2019-08-05 02:48","2019-08-05 08:20",
"Non-class learning/prod","02:14","2019-08-05 00:06","2019-08-05 02:20",
"Food","00:34","2019-08-04 23:32","2019-08-05 00:06",
"Non-class learning/prod","02:42","2019-08-04 20:49","2019-08-04 23:32",
"Transport","00:24","2019-08-04 20:25","2019-08-04 20:49",
"Social / family","01:43","2019-08-04 18:41","2019-08-04 20:25",
"Transport","00:21","2019-08-04 18:20","2019-08-04 18:41",
"Food","00:04","2019-08-04 18:12","2019-08-04 18:17",
"Non-class learning/prod","03:19","2019-08-04 14:52","2019-08-04 18:12",
"Social / family","00:32","2019-08-04 13:44","2019-08-04 14:17",
"Non-class learning/prod","01:16","2019-08-04 12:28","2019-08-04 13:44",
"Food","00:36","2019-08-04 11:51","2019-08-04 12:28",
"Routine","00:19","2019-08-04 11:32","2019-08-04 11:51",
"Sleep","09:38","2019-08-04 01:14","2019-08-04 10:52",
"Routine","00:10","2019-08-04 01:03","2019-08-04 01:14",
"Food","00:10","2019-08-04 00:53","2019-08-04 01:03",
"Transport","00:20","2019-08-04 00:33","2019-08-04 00:53",
"Sport","01:28","2019-08-03 23:04","2019-08-04 00:32",
"Transport","00:11","2019-08-03 22:49","2019-08-03 23:00",
"Social / family","04:16","2019-08-03 18:33","2019-08-03 22:49",
"Transport","00:29","2019-08-03 18:03","2019-08-03 18:33",
"Default actions","00:50","2019-08-03 17:02","2019-08-03 17:53",
"Social / family","01:03","2019-08-03 15:59","2019-08-03 17:02",
"Work Orphic","00:13","2019-08-03 15:45","2019-08-03 15:59",
"Productivity ","01:04","2019-08-03 14:40","2019-08-03 15:45",
"Social / family","00:31","2019-08-03 14:09","2019-08-03 14:40",
"Non-class learning/prod","01:14","2019-08-03 12:54","2019-08-03 14:09",
"Productivity ","00:40","2019-08-03 12:14","2019-08-03 12:54",
"Transport","00:13","2019-08-03 12:00","2019-08-03 12:14",
"Productivity ","00:41","2019-08-03 11:19","2019-08-03 12:00",
"Transport","00:47","2019-08-03 10:32","2019-08-03 11:19",
"Routine","00:05","2019-08-03 10:27","2019-08-03 10:32",
"Sleep","09:52","2019-08-03 00:34","2019-08-03 10:27",
"Routine","00:29","2019-08-03 00:04","2019-08-03 00:34",
"Non-class learning/prod","01:52","2019-08-02 22:12","2019-08-03 00:04",
"Food","00:21","2019-08-02 21:51","2019-08-02 22:12",
"Transport","00:26","2019-08-02 21:25","2019-08-02 21:51",
"Sport","00:57","2019-08-02 20:27","2019-08-02 21:25",
"Transport","00:21","2019-08-02 20:06","2019-08-02 20:27",
"Productivity ","00:54","2019-08-02 19:11","2019-08-02 20:05",
"Non-class learning/prod","02:06","2019-08-02 17:05","2019-08-02 19:11",
"Work CAIJ corpo","00:30","2019-08-02 16:34","2019-08-02 17:04",
"Productivity ","00:18","2019-08-02 16:15","2019-08-02 16:34",
"Routine","00:00","2019-08-02 16:15","2019-08-02 16:15",
"Transport","00:28","2019-08-02 15:46","2019-08-02 16:15",
"Sport","02:32","2019-08-02 13:14","2019-08-02 15:46",
"Transport","00:12","2019-08-02 13:02","2019-08-02 13:14",
"Food","00:26","2019-08-02 12:35","2019-08-02 13:02",
"Non-class learning/prod","02:09","2019-08-02 10:26","2019-08-02 12:35",
"Food","00:13","2019-08-02 10:13","2019-08-02 10:26",
"Productivity ","00:29","2019-08-02 09:43","2019-08-02 10:13",
"Transport","00:31","2019-08-02 09:11","2019-08-02 09:43",
"Work Orphic","00:43","2019-08-02 08:26","2019-08-02 09:09",
"Routine","00:08","2019-08-02 08:17","2019-08-02 08:26",
"Sleep","07:45","2019-08-02 00:15","2019-08-02 08:00",""
